Date,ActualGDPGrowth,EconometricForecast,NaiveForecast,ForecastError
2016-01-01,2.3113866073885,3.11485266818834,0.737236690842025,-0.803466060799837
2016-04-01,1.28243826506917,3.30496620237632,2.3113866073885,-2.02252793730715
2016-07-01,2.82754367644173,2.61905315179987,1.28243826506917,0.208490524641855
2016-10-01,2.21107411448429,3.45068262771943,2.82754367644173,-1.23960851323514
2017-01-01,1.94283493241443,3.37591430703489,2.21107411448429,-1.43307937462046
2017-04-01,2.23324440519121,3.39155252530562,1.94283493241443,-1.15830812011441
2017-07-01,3.14172610273928,3.30117315571334,2.23324440519121,-0.159447052974063
2017-10-01,4.48297110775755,2.69450468980258,3.14172610273928,1.78846641795497
2018-01-01,3.24047781966783,3.55966393274336,4.48297110775755,-0.319186113075532
2018-04-01,2.11768492150739,3.49056553597505,3.24047781966783,-1.37288061446766
2018-07-01,2.48704193009033,2.75252448802475,2.11768492150739,-0.26548255793442
2018-10-01,0.566175993273532,3.07653227220122,2.48704193009033,-2.51035627892769
2019-01-01,2.48950916290696,2.31171484056886,0.566175993273532,0.177794322338095
2019-04-01,3.32671117315826,2.74392699791796,2.48950916290696,0.582784175240305
2019-07-01,4.65284103236385,4.03857898039643,3.32671117315826,0.614262051967421
2019-10-01,2.71825438722146,3.60971123862489,4.65284103236385,-0.891456851403431
2020-01-01,-5.30024788318642,2.90883304120401,2.71825438722146,-8.20908092439043
2020-04-01,-32.8172824161079,1.71672763879132,-5.30024788318642,-34.5340100548992
2020-07-01,29.9029985449792,-33.0401892346566,-32.8172824161079,62.9431877796358
2020-10-01,4.50855586281733,26.4351767235881,29.9029985449792,-21.9266208607708
2021-01-01,5.54465861389559,17.5487878429747,4.50855586281733,-12.0041292290791
2021-04-01,6.75028541670528,0.441979901893745,5.54465861389559,6.30830551481153
2021-07-01,3.28667165676748,1.74453092369172,6.75028541670528,1.54214073307576
2021-10-01,6.80480923588576,4.77257627642428,3.28667165676748,2.03223295946148
2022-01-01,-1.0204951651815,4.62222157588339,6.80480923588576,-5.64271674106489
2022-04-01,0.625698380341078,0.871544092658619,-1.0204951651815,-0.245845712317541
2022-07-01,2.87722533011703,0.795828771898461,0.625698380341078,2.08139655821857
2022-10-01,2.75147654012926,0.876586858881353,2.87722533011703,1.87488968124791
2023-01-01,2.88497467969933,0.176929684197375,2.75147654012926,2.70804499550196
2023-04-01,2.50363621920613,1.39170584608693,2.88497467969933,1.1119303731192
2023-07-01,4.58801095843668,2.43105923816417,2.50363621920613,2.15695172027251
2023-10-01,3.36205961058766,2.60150494187676,4.58801095843668,0.760554668710895
2024-01-01,0.838565765857879,2.51826363798754,3.36205961058766,-1.67969787212966
2024-04-01,3.52635541709461,2.88666067488987,0.838565765857879,0.639694742204742
2024-07-01,3.28558125961962,2.95165911883217,3.52635541709461,0.333922140787455
2024-10-01,1.83528197133214,2.65058395419089,3.28558125961962,-0.815301982858753
2025-01-01,-0.650594422568673,3.37830496896987,1.83528197133214,-4.02889939153854
2025-04-01,3.7662126431826,3.57720150436768,-0.650594422568673,0.189011138814921
2025-07-01,4.28237936104168,3.20884388625725,3.7662126431826,1.07353547478443
2025-10-01,0.481089021121761,2.63334253034851,4.28237936104168,-2.15225350922675
2026-01-01,2.06766470505428,2.60896301359664,0.481089021121761,-0.541298308542359
2026-04-01,1.48901068104479,3.96209341060055,2.06766470505428,-2.47308272955576
